Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Contract_Month-to-month,NoSeniorCitizen_Contract_Month-to-month,PaymentMethod0_Contract_Month-to-month0,InternetService_Fiber optic,StreamingTV_NoInternetService,No_OB_DP_TS,TotalServices,SenCit_Dependents,Partner_Dependents,SenCit_Partner,SenCit_Contract,SenCit_TechSupport,SenCit_PayMeth,Contract_mean_totCharges,Contract_totCharges_diff,PayMeth_mean_monthCharges,PayMeth_monthCharges_diff,Tenure_cat,MonthlyCharges_cat
0,0,1,0,26,1,0,2,1,1,1,1,1,1,1,0,0,19.2,459.6,0,1,0,0,1,0,1,7,0,1,1,1,1,0,3018.965635738831,-2559.3656357388313,62.961703124999964,-43.76170312499997,2,0
0,1,1,0,70,1,2,1,2,0,0,0,0,2,0,1,0,90.85,6470.1,0,0,0,1,0,1,0,2,1,1,2,1,1,1,1370.9231314432975,5099.176868556703,62.961703124999964,27.88829687500003,5,0
0,0,1,1,19,0,1,0,0,0,0,0,0,0,0,1,0,24.85,434.8,0,0,1,1,1,1,0,0,1,2,1,0,0,0,1370.9231314432975,-936.1231314432976,62.961703124999964,-38.11170312499996,1,0
1,0,1,0,51,1,2,1,0,2,2,0,2,2,1,1,1,106.8,5498.8,0,1,0,0,0,1,1,2,0,1,1,1,0,1,3018.965635738831,2479.834364261169,66.7036565324568,40.09634346754319,4,0
0,0,1,0,53,1,0,1,2,2,2,0,2,2,1,1,1,106.1,5769.75,1,1,0,0,0,1,1,2,0,1,1,1,0,1,3018.965635738831,2750.784364261169,66.7036565324568,39.39634346754319,4,0
1,0,0,1,20,1,0,2,1,1,1,1,1,1,0,1,0,19.4,374.5,1,0,1,1,1,0,1,7,1,1,0,0,1,0,1370.9231314432975,-996.4231314432975,62.961703124999964,-43.561703124999966,1,0
1,0,1,0,42,0,1,0,2,0,0,0,2,0,0,1,1,40.15,1626.05,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1370.9231314432975,255.12686855670245,66.7036565324568,-26.553656532456806,3,0
1,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,0,55.15,159.15,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1370.9231314432975,-1211.7731314432974,62.961703124999964,-7.8117031249999656,0,0
0,0,1,1,16,1,0,1,2,0,2,0,2,2,0,0,1,100.7,1522.7,0,0,1,0,0,1,1,2,1,2,1,0,0,1,1370.9231314432975,151.77686855670254,66.7036565324568,33.9963434675432,1,0
0,0,0,0,64,1,2,2,1,1,1,1,1,1,1,0,0,24.7,1642.75,0,1,0,0,1,0,1,7,0,0,0,1,1,0,3018.965635738831,-1376.2156357388312,62.961703124999964,-38.26170312499997,5,0
1,0,0,0,24,1,2,1,0,2,0,0,2,2,0,1,1,99.65,2404.85,0,0,1,0,0,1,1,2,0,0,0,0,0,1,1370.9231314432975,1033.9268685567024,66.7036565324568,32.9463434675432,2,0
1,0,0,0,3,1,0,0,2,0,0,0,0,0,0,1,0,50.15,160.85,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1370.9231314432975,-1210.0731314432976,62.961703124999964,-12.811703124999966,0,0
1,0,1,1,61,0,1,0,2,0,2,0,0,0,0,0,1,33.6,2117.2,0,0,1,0,1,1,1,0,1,2,1,0,0,1,1370.9231314432975,746.2768685567023,66.7036565324568,-33.1036565324568,5,0
1,0,1,1,71,1,2,1,2,0,2,0,2,2,2,0,0,105.55,7405.5,0,1,0,0,0,1,1,2,1,2,1,2,0,0,3683.643191800877,3721.856808199123,62.961703124999964,42.58829687500003,5,0
0,0,0,0,61,1,2,1,0,2,2,0,2,2,1,1,0,103.95,6423.0,0,1,0,0,0,1,1,2,0,0,0,1,0,0,3018.965635738831,3404.034364261169,62.961703124999964,40.98829687500004,5,0
0,0,1,1,14,1,2,1,0,0,0,2,2,0,0,1,0,91.65,1301.0,1,0,1,1,0,1,1,2,1,2,1,0,2,0,1370.9231314432975,-69.9231314432975,62.961703124999964,28.68829687500004,1,0
1,0,0,0,15,1,2,1,2,0,0,0,2,0,0,1,1,87.75,1242.2,0,0,1,0,0,1,0,2,0,0,0,0,0,1,1370.9231314432975,-128.72313144329746,66.7036565324568,21.046343467543196,1,0
1,0,0,0,46,0,1,0,2,0,0,0,0,0,1,1,1,30.75,1489.3,0,1,0,0,1,1,0,0,0,0,0,1,0,1,3018.965635738831,-1529.6656357388313,66.7036565324568,-35.953656532456804,3,0
1,0,0,0,59,1,0,2,1,1,1,1,1,1,2,1,1,20.2,1192.3,0,1,0,0,1,0,1,7,0,0,0,2,1,1,3683.643191800877,-2491.3431918008773,66.7036565324568,-46.5036565324568,4,0
1,0,0,0,26,1,2,0,0,0,0,0,0,0,1,1,1,51.55,1295.4,0,1,0,0,1,1,0,1,0,0,0,1,0,1,3018.965635738831,-1723.5656357388311,66.7036565324568,-15.153656532456807,2,0
0,0,0,0,25,1,2,1,0,0,0,0,2,0,0,1,0,84.6,2088.05,0,0,1,1,0,1,0,2,0,0,0,0,0,0,1370.9231314432975,717.1268685567027,62.961703124999964,21.63829687500003,2,0
0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,0,76.1,257.6,0,0,1,1,0,1,0,2,0,0,0,0,0,0,1370.9231314432975,-1113.3231314432974,62.961703124999964,13.13829687500003,0,0
0,0,1,1,1,1,0,1,0,0,0,0,2,0,0,1,0,80.05,80.05,1,0,1,1,0,1,0,2,1,2,1,0,0,0,1370.9231314432975,-1290.8731314432976,62.961703124999964,17.088296875000033,0,0
0,0,0,1,14,1,2,1,2,0,0,2,0,0,0,1,0,86.0,1164.05,0,0,1,1,0,1,1,2,1,1,0,0,2,0,1370.9231314432975,-206.87313144329755,62.961703124999964,23.038296875000036,1,0
0,0,1,0,2,1,0,2,1,1,1,1,1,1,0,0,1,20.1,43.15,0,0,1,0,1,0,1,7,0,1,1,0,1,1,1370.9231314432975,-1327.7731314432974,66.7036565324568,-46.6036565324568,0,0
0,0,1,1,42,1,0,2,1,1,1,1,1,1,1,1,0,19.05,761.85,0,1,0,0,1,0,1,7,1,2,1,1,1,0,3018.965635738831,-2257.1156357388313,62.961703124999964,-43.91170312499996,3,0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,0,20.4,20.4,1,0,1,1,1,0,1,7,0,0,0,0,1,0,1370.9231314432975,-1350.5231314432974,62.961703124999964,-42.561703124999966,0,0
0,0,1,0,72,1,2,2,1,1,1,1,1,1,2,1,1,24.15,1776.45,0,1,0,0,1,0,1,7,0,1,1,2,1,1,3683.643191800877,-1907.193191800877,66.7036565324568,-42.553656532456806,5,0
0,0,1,1,59,1,2,0,0,0,2,2,2,0,2,1,1,72.1,4194.85,0,1,0,0,1,1,1,1,1,2,1,2,2,1,3683.643191800877,511.2068081991233,66.7036565324568,5.39634346754319,4,0
0,0,1,0,18,0,1,0,0,0,2,0,2,0,0,1,0,39.05,669.85,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1370.9231314432975,-701.0731314432975,62.961703124999964,-23.911703124999967,1,0
0,0,1,1,23,1,2,1,0,0,0,0,2,0,0,1,0,83.75,1849.95,0,0,1,1,0,1,0,2,1,2,1,0,0,0,1370.9231314432975,479.02686855670254,62.961703124999964,20.788296875000036,1,0
1,0,0,0,7,1,2,1,0,0,0,0,0,2,0,1,0,85.2,602.55,1,0,1,1,0,1,0,2,0,0,0,0,0,0,1370.9231314432975,-768.3731314432976,62.961703124999964,22.23829687500004,0,0
1,0,1,0,72,1,2,2,1,1,1,1,1,1,2,0,0,25.4,1710.9,0,1,0,0,1,0,1,7,0,1,1,2,1,0,3683.643191800877,-1972.743191800877,62.961703124999964,-37.561703124999966,5,0
0,0,1,1,11,1,0,2,1,1,1,1,1,1,2,0,1,20.9,202.3,0,1,0,0,1,0,1,7,1,2,1,2,1,1,3683.643191800877,-3481.343191800877,66.7036565324568,-45.803656532456806,0,0
1,0,1,1,52,0,1,0,2,0,2,0,0,2,1,0,1,44.25,2276.1,0,1,0,0,1,1,1,0,1,2,1,1,0,1,3018.965635738831,-742.8656357388313,66.7036565324568,-22.453656532456804,4,0
1,1,0,0,12,0,1,0,0,2,0,0,0,0,0,1,1,29.35,381.2,0,0,0,0,1,1,1,0,1,0,1,1,1,2,1370.9231314432975,-989.7231314432975,66.7036565324568,-37.3536565324568,1,0
1,0,0,0,63,1,2,0,2,2,2,2,0,0,1,0,1,68.8,4111.35,0,1,0,0,1,1,1,1,0,0,0,1,2,1,3018.965635738831,1092.3843642611691,66.7036565324568,2.0963434675431927,5,0
0,0,1,0,52,0,1,0,2,2,2,2,2,2,2,0,1,66.25,3330.1,0,1,0,0,1,1,1,0,0,1,1,2,2,1,3683.643191800877,-353.54319180087714,66.7036565324568,-0.4536565324568045,4,0
0,0,0,0,18,1,0,1,0,0,0,0,0,0,0,1,0,69.8,1221.65,0,0,1,1,0,1,0,2,0,0,0,0,0,0,1370.9231314432975,-149.27313144329742,62.961703124999964,6.838296875000033,1,0
0,1,0,0,23,1,2,1,0,0,2,0,0,0,0,1,0,79.35,1835.3,0,0,0,1,0,1,1,2,1,0,1,1,1,1,1370.9231314432975,464.37686855670245,62.961703124999964,16.38829687500003,1,0
0,0,0,1,5,1,0,0,0,0,0,2,0,0,0,1,0,51.0,286.8,0,0,1,1,1,1,1,1,1,1,0,0,2,0,1370.9231314432975,-1084.1231314432976,62.961703124999964,-11.961703124999964,0,0
0,0,0,0,2,1,0,1,0,0,2,0,0,2,0,1,0,86.2,178.7,1,0,1,1,0,1,1,2,0,0,0,0,0,0,1370.9231314432975,-1192.2231314432975,62.961703124999964,23.23829687500004,0,0
0,0,0,1,39,0,1,0,0,0,2,0,0,0,0,0,1,30.1,1131.3,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1370.9231314432975,-239.62313144329755,66.7036565324568,-36.6036565324568,3,0
1,0,0,0,62,1,2,1,0,0,2,0,2,2,1,1,0,96.75,6125.4,1,1,0,0,0,1,1,2,0,0,0,1,0,0,3018.965635738831,3106.4343642611684,62.961703124999964,33.788296875000036,5,0
1,0,0,0,27,1,0,0,2,0,0,0,0,0,0,0,0,50.35,1411.35,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1370.9231314432975,40.4268685567024,62.961703124999964,-12.611703124999963,2,0
0,1,1,0,72,1,2,1,2,0,0,0,0,0,2,0,1,78.5,5602.25,0,1,0,0,0,1,0,2,1,1,2,3,1,2,3683.643191800877,1918.606808199123,66.7036565324568,11.796343467543196,5,0
1,0,0,0,59,1,0,2,1,1,1,1,1,1,2,0,0,19.35,1099.6,1,1,0,0,1,0,1,7,0,0,0,2,1,0,3683.643191800877,-2584.043191800877,62.961703124999964,-43.61170312499996,4,0
1,0,1,0,47,1,2,1,0,2,2,2,2,2,0,1,0,109.55,5124.55,1,0,1,1,0,1,1,2,0,1,1,0,2,0,1370.9231314432975,3753.626868556703,62.961703124999964,46.58829687500003,3,0
0,1,0,0,42,1,2,1,0,0,0,0,2,0,0,1,0,84.65,3541.35,1,0,0,1,0,1,0,2,1,0,1,1,1,1,1370.9231314432975,2170.426868556702,62.961703124999964,21.68829687500004,3,0
0,0,1,1,62,0,1,0,2,2,0,2,2,0,2,0,1,48.7,3008.55,0,1,0,0,1,1,1,0,1,2,1,2,2,1,3683.643191800877,-675.0931918008769,66.7036565324568,-18.0036565324568,5,0
0,0,0,0,12,1,0,2,1,1,1,1,1,1,0,0,0,20.3,246.7,0,0,1,1,1,0,1,7,0,0,0,0,1,0,1370.9231314432975,-1124.2231314432975,62.961703124999964,-42.66170312499996,1,0
1,0,0,0,1,1,2,0,0,0,0,0,2,0,0,1,0,59.85,59.85,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1370.9231314432975,-1311.0731314432976,62.961703124999964,-3.1117031249999627,0,0
1,0,1,1,6,1,0,2,1,1,1,1,1,1,0,0,1,19.85,138.85,0,0,1,0,1,0,1,7,1,2,1,0,1,1,1370.9231314432975,-1232.0731314432976,66.7036565324568,-46.8536565324568,0,0
1,0,0,0,26,1,0,2,1,1,1,1,1,1,1,0,0,19.4,525.55,0,1,0,0,1,0,1,7,0,0,0,1,1,0,3018.965635738831,-2493.415635738831,62.961703124999964,-43.561703124999966,2,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,0,20.0,20.0,1,0,1,1,1,0,1,7,0,0,0,0,1,0,1370.9231314432975,-1350.9231314432975,62.961703124999964,-42.961703124999964,0,0
0,0,1,1,58,1,2,2,1,1,1,1,1,1,2,0,1,25.15,1509.9,0,1,0,0,1,0,1,7,1,2,1,2,1,1,3683.643191800877,-2173.743191800877,66.7036565324568,-41.553656532456806,4,0
1,1,1,0,6,1,0,1,0,0,2,0,2,2,0,1,0,95.75,573.75,1,0,0,1,0,1,1,2,1,1,2,1,1,1,1370.9231314432975,-797.1731314432975,62.961703124999964,32.788296875000036,0,0
0,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,0,20.05,83.3,0,0,1,1,1,0,1,7,0,0,0,0,1,0,1370.9231314432975,-1287.6231314432976,62.961703124999964,-42.91170312499996,0,0
0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,0,19.5,27.55,0,0,1,1,1,0,1,7,0,0,0,0,1,0,1370.9231314432975,-1343.3731314432976,62.961703124999964,-43.461703124999964,0,0
0,1,1,0,28,1,2,1,0,0,0,2,2,2,0,1,1,101.3,2812.2,1,0,0,0,0,1,1,2,1,1,2,1,3,2,1370.9231314432975,1441.2768685567023,66.7036565324568,34.59634346754319,2,0
0,0,1,0,39,1,0,1,2,0,2,2,2,2,1,1,1,104.7,4134.85,1,1,0,0,0,1,1,2,0,1,1,1,2,1,3018.965635738831,1115.8843642611691,66.7036565324568,37.9963434675432,3,0
0,1,0,0,35,1,2,1,2,2,2,0,2,2,1,1,0,108.35,3726.15,0,1,0,0,0,1,1,2,1,0,1,2,1,1,3018.965635738831,707.1843642611689,62.961703124999964,45.38829687500003,2,0
0,1,0,0,20,1,2,0,0,0,0,0,0,2,0,1,0,61.6,1174.35,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1370.9231314432975,-196.5731314432976,62.961703124999964,-1.3617031249999627,1,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,0,19.75,19.75,1,0,1,1,1,0,1,7,0,0,0,0,1,0,1370.9231314432975,-1351.1731314432975,62.961703124999964,-43.211703124999964,0,0
1,0,0,0,17,1,2,1,0,0,2,2,0,2,0,1,1,95.65,1640.0,0,0,1,0,0,1,1,2,0,0,0,0,2,1,1370.9231314432975,269.0768685567025,66.7036565324568,28.9463434675432,1,0
0,0,1,1,56,1,2,2,1,1,1,1,1,1,2,1,1,24.95,1468.9,0,1,0,0,1,0,1,7,1,2,1,2,1,1,3683.643191800877,-2214.743191800877,66.7036565324568,-41.7536565324568,4,0
1,0,0,0,9,1,0,1,0,0,0,2,2,2,0,1,1,95.9,827.45,0,0,1,0,0,1,1,2,0,0,0,0,2,1,1370.9231314432975,-543.4731314432975,66.7036565324568,29.1963434675432,0,0
0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,0,20.0,20.0,0,0,1,1,1,0,1,7,1,2,1,0,1,0,1370.9231314432975,-1350.9231314432975,62.961703124999964,-42.961703124999964,0,0
0,0,1,1,72,1,2,0,2,2,2,2,0,0,2,1,1,70.45,5165.7,0,1,0,0,1,1,1,1,1,2,1,2,2,1,3683.643191800877,1482.0568081991228,66.7036565324568,3.7463434675431984,5,0
1,0,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,48.95,48.95,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1370.9231314432975,-1321.9731314432975,62.961703124999964,-14.011703124999961,0,0
1,1,1,1,71,1,0,2,1,1,1,1,1,1,2,0,1,19.8,1388.45,0,1,0,0,1,0,1,7,2,2,2,3,2,2,3683.643191800877,-2295.193191800877,66.7036565324568,-46.90365653245681,5,0
1,0,0,0,1,1,0,1,0,0,0,0,2,2,0,1,0,88.35,88.35,1,0,1,1,0,1,0,2,0,0,0,0,0,0,1370.9231314432975,-1282.5731314432976,62.961703124999964,25.38829687500003,0,0
0,0,0,0,5,1,0,0,2,0,0,2,2,0,0,1,0,64.35,352.65,0,0,1,1,1,1,1,1,0,0,0,0,2,0,1370.9231314432975,-1018.2731314432975,62.961703124999964,1.3882968750000302,0,0
0,1,1,0,23,1,0,1,2,0,0,0,2,2,0,1,0,95.1,2326.05,0,0,0,1,0,1,0,2,1,1,2,1,1,1,1370.9231314432975,955.1268685567027,62.961703124999964,32.13829687500003,1,0
1,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,43.9,278.4,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1370.9231314432975,-1092.5231314432976,62.961703124999964,-19.061703124999966,0,0
1,1,1,0,53,1,2,0,2,0,0,2,0,0,1,1,0,60.05,3229.65,1,1,0,0,1,1,1,1,1,1,2,2,3,1,3018.965635738831,210.68436426116887,62.961703124999964,-2.911703124999967,4,0
1,1,0,0,8,1,0,1,0,0,0,0,0,0,0,1,0,69.7,572.85,0,0,0,1,0,1,0,2,1,0,1,1,1,1,1370.9231314432975,-798.0731314432975,62.961703124999964,6.738296875000039,0,0
0,1,0,0,33,1,2,1,0,2,2,2,2,2,0,1,0,110.45,3655.45,1,0,0,1,0,1,1,2,1,0,1,1,3,1,1370.9231314432975,2284.5268685567025,62.961703124999964,47.48829687500004,2,0
1,0,0,0,27,1,0,2,1,1,1,1,1,1,0,1,1,19.4,460.25,0,0,1,0,1,0,1,7,0,0,0,0,1,1,1370.9231314432975,-910.6731314432975,66.7036565324568,-47.303656532456806,2,0
0,0,0,0,12,1,0,2,1,1,1,1,1,1,0,0,0,20.4,266.6,0,0,1,1,1,0,1,7,0,0,0,0,1,0,1370.9231314432975,-1104.3231314432974,62.961703124999964,-42.561703124999966,1,0
1,0,1,1,45,1,2,1,0,2,2,0,0,2,0,1,1,95.95,4456.65,0,0,1,0,0,1,1,2,1,2,1,0,0,1,1370.9231314432975,3085.7268685567024,66.7036565324568,29.2463434675432,3,0
1,0,0,0,27,1,0,0,2,0,0,2,0,0,0,0,0,53.45,1461.45,0,0,1,1,1,1,1,1,0,0,0,0,2,0,1370.9231314432975,90.52686855670254,62.961703124999964,-9.511703124999961,2,0
1,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,0,19.4,93.4,0,0,1,1,1,0,1,7,0,0,0,0,1,0,1370.9231314432975,-1277.5231314432974,62.961703124999964,-43.561703124999966,0,0
0,1,0,0,71,1,2,1,0,2,0,0,2,2,0,1,1,99.65,6951.15,0,0,0,0,0,1,1,2,1,0,1,1,1,2,1370.9231314432975,5580.226868556702,66.7036565324568,32.9463434675432,5,0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,24.45,24.45,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1370.9231314432975,-1346.4731314432975,62.961703124999964,-38.51170312499997,0,0
1,0,1,1,51,1,2,2,1,1,1,1,1,1,1,1,0,23.95,1216.35,0,1,0,0,1,0,1,7,1,2,1,1,1,0,3018.965635738831,-1802.6156357388313,62.961703124999964,-39.01170312499997,4,0
0,0,0,0,13,1,0,1,0,2,2,0,0,0,0,1,0,79.25,1111.65,1,0,1,1,0,1,1,2,0,0,0,0,0,0,1370.9231314432975,-259.2731314432974,62.961703124999964,16.288296875000036,1,0
0,1,1,0,72,1,2,1,0,2,2,0,2,2,1,0,1,105.0,7578.05,0,1,0,0,0,1,1,2,1,1,2,2,1,2,3018.965635738831,4559.084364261169,66.7036565324568,38.296343467543196,5,0
0,0,0,0,6,1,0,1,2,2,2,2,0,2,0,1,1,98.15,567.45,1,0,1,0,0,1,1,2,0,0,0,0,2,1,1370.9231314432975,-803.4731314432975,66.7036565324568,31.4463434675432,0,0
1,0,1,0,5,0,1,0,0,0,0,0,0,0,0,1,0,24.95,100.4,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1370.9231314432975,-1270.5231314432974,62.961703124999964,-38.01170312499997,0,0
0,0,0,0,35,1,2,1,2,2,2,2,2,2,2,1,0,113.2,3914.05,0,1,0,0,0,1,1,2,0,0,0,2,2,0,3683.643191800877,230.40680819912313,62.961703124999964,50.23829687500004,2,0
1,0,0,0,54,1,0,1,2,0,2,0,2,0,0,0,0,89.8,4667.0,0,0,1,1,0,1,1,2,0,0,0,0,0,0,1370.9231314432975,3296.0768685567027,62.961703124999964,26.838296875000033,4,0
1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,67.75,116.65,1,0,1,1,0,1,0,2,0,0,0,0,0,0,1370.9231314432975,-1254.2731314432974,62.961703124999964,4.788296875000036,0,0
1,0,0,0,66,0,1,0,0,0,0,2,0,0,1,0,1,29.45,1983.15,0,1,0,0,1,1,1,0,0,0,0,1,2,1,3018.965635738831,-1035.8156357388311,66.7036565324568,-37.2536565324568,5,0
0,0,1,0,56,1,2,1,0,0,0,0,2,0,0,1,1,85.6,4902.8,0,0,1,0,0,1,0,2,0,1,1,0,0,1,1370.9231314432975,3531.876868556703,66.7036565324568,18.89634346754319,4,0
1,0,1,1,72,1,2,0,2,2,2,2,2,0,2,0,1,82.3,5815.15,0,1,0,0,1,1,1,1,1,2,1,2,2,1,3683.643191800877,2131.5068081991226,66.7036565324568,15.596343467543193,5,0
0,0,1,0,49,0,1,0,0,2,0,2,2,2,1,1,1,56.3,2780.6,0,1,0,0,1,1,1,0,0,1,1,1,2,1,3018.965635738831,-238.36563573883132,66.7036565324568,-10.403656532456807,4,0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,24.4,24.4,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1370.9231314432975,-1346.5231314432974,62.961703124999964,-38.561703124999966,0,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,44.1,44.1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1370.9231314432975,-1326.8231314432976,62.961703124999964,-18.861703124999963,0,0
0,0,1,1,20,1,2,2,1,1,1,1,1,1,0,1,1,25.55,507.4,0,0,1,0,1,0,1,7,1,2,1,0,1,1,1370.9231314432975,-863.5231314432975,66.7036565324568,-41.15365653245681,1,0
1,1,1,0,32,1,2,1,0,2,2,0,2,2,0,0,1,106.35,3520.75,1,0,0,0,0,1,1,2,1,1,2,1,1,2,1370.9231314432975,2149.8268685567027,66.7036565324568,39.64634346754319,2,0
1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,0,75.35,75.35,1,0,0,1,0,1,0,2,1,0,1,1,1,1,1370.9231314432975,-1295.5731314432976,62.961703124999964,12.38829687500003,0,0
0,1,0,0,46,1,2,1,0,2,2,0,2,2,0,1,0,104.45,4863.85,0,0,0,1,0,1,1,2,1,0,1,1,1,1,1370.9231314432975,3492.926868556703,62.961703124999964,41.48829687500004,3,0
0,0,0,0,38,1,0,1,0,2,2,2,0,0,0,1,1,84.25,3264.5,1,0,1,0,0,1,1,2,0,0,0,0,2,1,1370.9231314432975,1893.5768685567025,66.7036565324568,17.546343467543196,3,0
0,0,1,0,25,1,0,1,0,0,2,0,0,0,0,1,0,74.6,1797.75,0,0,1,1,0,1,1,2,0,1,1,0,0,0,1370.9231314432975,426.8268685567025,62.961703124999964,11.63829687500003,2,0
0,0,1,0,58,1,2,1,2,2,2,0,2,2,2,1,1,109.45,6144.55,1,1,0,0,0,1,1,2,0,1,1,2,0,1,3683.643191800877,2460.906808199123,66.7036565324568,42.7463434675432,4,0
1,1,0,0,11,1,0,1,0,0,0,0,0,2,0,1,1,79.15,827.7,0,0,0,0,0,1,0,2,1,0,1,1,1,2,1370.9231314432975,-543.2231314432975,66.7036565324568,12.446343467543201,0,0
1,0,1,1,25,1,0,0,2,0,0,2,0,0,0,0,0,54.3,1296.8,0,0,1,1,1,1,1,1,1,2,1,0,2,0,1370.9231314432975,-74.12313144329755,62.961703124999964,-8.661703124999967,2,0
1,0,0,0,36,1,0,2,1,1,1,1,1,1,1,1,1,20.35,695.85,0,1,0,0,1,0,1,7,0,0,0,1,1,1,3018.965635738831,-2323.1156357388313,66.7036565324568,-46.3536565324568,3,0
0,0,0,0,23,1,2,1,0,2,0,0,0,0,0,1,0,79.15,1676.95,1,0,1,1,0,1,1,2,0,0,0,0,0,0,1370.9231314432975,306.02686855670254,62.961703124999964,16.18829687500004,1,0
0,0,1,0,33,1,0,0,0,2,0,2,0,0,1,1,1,53.75,1857.3,0,1,0,0,1,1,1,1,0,1,1,1,2,1,3018.965635738831,-1161.6656357388313,66.7036565324568,-12.953656532456804,2,0
1,0,1,0,31,1,2,1,0,2,2,0,2,0,0,0,0,93.8,3019.5,1,0,1,1,0,1,1,2,0,1,1,0,0,0,1370.9231314432975,1648.5768685567025,62.961703124999964,30.838296875000033,2,0
1,0,1,0,35,1,0,0,2,2,2,0,0,0,0,0,0,61.0,2130.45,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1370.9231314432975,759.5268685567023,62.961703124999964,-1.9617031249999641,2,0
0,0,1,0,24,1,0,0,0,2,0,0,2,2,0,1,1,69.45,1614.05,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1370.9231314432975,243.12686855670245,66.7036565324568,2.7463434675431984,2,0
0,1,0,0,64,0,1,0,0,2,0,2,2,0,0,1,0,43.85,2751.0,0,0,0,1,1,1,1,0,1,0,1,1,3,1,1370.9231314432975,1380.0768685567025,62.961703124999964,-19.111703124999963,5,0
0,0,0,0,6,0,1,0,2,2,2,2,2,2,2,1,0,63.4,348.8,0,1,0,0,1,1,1,0,0,0,0,2,2,0,3683.643191800877,-3334.843191800877,62.961703124999964,0.43829687500003445,0,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,0,20.45,20.45,0,0,1,1,1,0,1,7,0,0,0,0,1,0,1370.9231314432975,-1350.4731314432975,62.961703124999964,-42.51170312499997,0,0
1,0,0,0,2,1,0,1,0,2,0,0,2,2,0,0,0,95.65,167.3,1,0,1,1,0,1,1,2,0,0,0,0,0,0,1370.9231314432975,-1203.6231314432976,62.961703124999964,32.68829687500004,0,0
1,0,1,1,66,1,0,0,2,2,2,2,2,0,1,1,0,75.1,5013.0,0,1,0,0,1,1,1,1,1,2,1,1,2,0,3018.965635738831,1994.0343642611688,62.961703124999964,12.13829687500003,5,0
0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,75.3,75.3,1,0,1,1,0,1,0,2,0,0,0,0,0,0,1370.9231314432975,-1295.6231314432976,62.961703124999964,12.338296875000033,0,0
1,1,0,0,8,0,1,0,0,0,2,0,0,0,0,1,0,29.4,221.9,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1370.9231314432975,-1149.0231314432974,62.961703124999964,-33.561703124999966,0,0
0,0,1,1,72,1,2,1,2,2,2,2,0,2,2,0,1,107.45,7658.3,0,1,0,0,0,1,1,2,1,2,1,2,2,1,3683.643191800877,3974.656808199123,66.7036565324568,40.7463434675432,5,0
1,0,0,0,6,1,0,0,0,0,2,0,2,0,0,0,0,60.9,414.1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1370.9231314432975,-956.8231314432975,62.961703124999964,-2.0617031249999656,0,0
1,0,0,0,24,1,0,1,0,0,0,0,2,2,0,1,0,90.35,2238.5,1,0,1,1,0,1,0,2,0,0,0,0,0,0,1370.9231314432975,867.5768685567025,62.961703124999964,27.38829687500003,2,0
1,0,1,1,53,1,0,0,0,2,0,2,2,0,0,0,1,65.0,3363.8,0,0,1,0,1,1,1,1,1,2,1,0,2,1,1370.9231314432975,1992.8768685567027,66.7036565324568,-1.7036565324568045,4,0
